Link To Article,Image,Title,Description,Author,Publish Date,Full Article
https://farmnewsnow.com/2023/01/12/pattison-agriculture-dealership-designed-to-serve-northeast-saskatchewan-farmers/,https://s3.amazonaws.com/socast-superdesk/media/20230112150152/908b97c1-bbc7-4c9a-b356-d642d4e20e6c.jpg,Pattison Agriculture dealership designed to serve northeast Saskatchewan farmers,"MELFORT, Sask. - Pattison Agriculture's new facility east of Humboldt, Sask. was officially opened yesterday with a special ribbon-cutting ceremony.The John Deere dealership was built on 30 acres of land east of the community on Highway Five.Pattison Agriculture president Doug Tibben said it is an impressive building.&...",,"Jan 12, 2023","MELFORT, Sask. – Pattison Agriculture’s new facility east of Humboldt, Sask. was officially opened yesterday with a special ribbon-cutting ceremony.
The John Deere dealership was built on 30 acres of land east of the community on Highway Five.
Pattison Agriculture president Doug Tibben said it is an impressive building.
“This new facility is around 52,000 square feet and it represents a fairly substantial investment in the community and the Pattison Group is very excited to be part of that,” Tibben said.
There are currently 35 employees at the Humboldt location, but that could increase in the future, according to Tibben.
“We plan to continue to expand and grow so we will be looking for more employees as we build our business here and we rely on the Humboldt community to support that,” he said.
Branch Manager Wade Prouse said what makes the facility unique is its large, 24,000 square-foot shop, 3,000 square-foot wash bay attached to the main service building, three overhead cranes, and bright lighting. He said it will increase efficiency.
“Previously, we really only had one door that would allow us to get the biggest combines in and now we’ve got 18 bays. Each one of them can service even the largest machines,” Prouse told farmnewsNOW. “It will help us get equipment ready, not only going to the field for the first time but also to keep people running and get them up and going faster.”
Prouse said they already have high-quality service technicians, but he believes as the company grows, they will be able to attract more specialists.
“Having a new facility helps us get more technicians, this will be the place that they’ll want to work,” Prouse said. “It’s brand new, it’s bright in here, we’ve got crane coverage for the entire building and it’s just a great environment to work in. That will help us get more technicians to get more equipment running faster.”
Jim Pattison told the gathering the focus is always on the customer.
“The customer is always our number one priority,” he said. “We want to do everything we can in this company to serve our customers, no matter if it’s little or big, it’s our job to look after you.”
Pattison Agriculture was formed in January 2017 through the merger of JayDee AgTech and Maple Farm Equipment. 
There are 12 locations in Saskatchewan and two in Manitoba.
–
alice.mcfarlane@pattisonmedia.com
On Twitter: @farmnewsNOW

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
https://farmnewsnow.com/2023/01/10/agriculture-roundup-for-tuesday-january-10-2023/,https://s3.amazonaws.com/socast-superdesk/media/20230110170144/dd99ff82-fb2d-4e23-82b9-e909d49d601a.jpg,"Agriculture Roundup for Tuesday January 10, 2023","MELFORT, Sask. - Saskatchewan Cattlemen's Association (SCA) is remembering a tireless advocate for the industry who passed away recently.Harold Martens served on the SCA board, on behalf of the Saskatchewan Stock Growers Association (SSGA) for over six years. He represented the SCA on several boards, including the Cana...",,"Jan 10, 2023","MELFORT, Sask. – Saskatchewan Cattlemen’s Association (SCA) is remembering a tireless advocate for the industry who passed away recently.
Harold Martens served on the SCA board, on behalf of the Saskatchewan Stock Growers Association (SSGA) for over six years. He represented the SCA on several boards, including the Canadian Roundtable for Sustainable Beef and Livestock Services of Saskatchewan. 
SCA Chair Arnold Balicki said Martens was a staunch defender of Saskatchewan’s cattle producers.
“His extensive knowledge provided important contributions to the conversation around the current and future state of our industry,” Balicki said.
Martens was reeve of the R.M. of Excelsior, agriculture minister in the Devine government, and served as deputy opposition leader.
He retired from politics to return to ranching, and later served as president of the Saskatchewan Stock Growers from 2011 to 2014.
Martens was 81.
–
Jennifer Wright has been named the new executive director of the Canadian Agricultural Human Resource Council (CAHRC).
Wright has worked with the CAHRC as a consultant for more than 10 years and joined the organization as a staff member in 2019. In April 2021, she was appointed to the role of acting executive director.
In addition to her work experience, Wright holds a master of business administration from Royal Roads University.
CAHRC chair Paul Glenn said Wright’s strategic leadership experience combined with her roots in agriculture will support the Canadian agriculture industry through current and future workforce needs.
“Her extensive background in workforce development, stakeholder engagement and human resource management will benefit the organization and the Canadian agriculture industry,” Glenn said.
Wright steps into the role that was previously held by Portia MacDonald-Dewhirst, who served as CAHRC’s executive director for 10 years prior to her passing in July 2022.
–
alice.mcfarlane@pattisonmedia.com
On Twitter: @farmnewsNOW

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
https://farmnewsnow.com/2023/01/10/fertilizer-professionals-prepared-for-questions-at-annual-crop-production-show/,https://s3.amazonaws.com/socast-superdesk/media/2023011017018/ea4143e0-7e8c-46d8-a0c2-8c570fffece8.jpg,Fertilizer professionals prepared for questions at annual crop production show,People manning fertilizer booths at the Western Canadian Crop Production Show in Saskatoon are anticipating quite a few questions over the next few days focused on the federal government's efforts to cut greenhouse gas emissions at the ground level.Graig Whitehead works for the fertilizer division with Archer-Daniels-M...,,"Jan 10, 2023","People manning fertilizer booths at the Western Canadian Crop Production Show in Saskatoon are anticipating quite a few questions over the next few days focused on the federal government’s efforts to cut greenhouse gas emissions at the ground level.
Graig Whitehead works for the fertilizer division with Archer-Daniels-Midland (ADM). Primarily, he said the company acts as an import and export commodity trader that specializes in risk-management logistics and distribution.
The company also has wholesale and retail arms.
Whitehead said the company works to connect fertilizer with futures and paper trading, similar to how the grain business operates. He added the company’s commitment to transparent market pricing brings “above-average traffic” to its booth regularly.
“We bring a lot of information to the farmers that they might otherwise find difficult to get,” Whitehead said.
In his second visit to the Western Canadian Crop Show since COVID-19 hit, Whitehead said he’s anticipating a lot of conversations at the booth centred around the Canadian government’s intent to cut carbon emissions through restrictions on fertilizer.
“My understanding is that the Canadian government has a lot of refining in the legislation yet to do,” he said, noting ADM’s stance on the issue has yet to be seen, given that no decision has been made yet.
Whitehead did note that it’s an issue that the company is certainly aware of.
“If a reduction becomes mandated, that will affect the customers’ business, which will ultimately affect our business,” he explained.
With appropriate notice, should any changes be made by the government, Whitehead said ADM would certainly be able to adjust as needed. The situation, however, remains unknown.
That uncertainty is what Whitehead thinks will be top of mind for fertilizer-minded visitors in the next few days.
“I expect a lot of those discussions,” Whitehead said, anticipating farmers will wonder about ADM’s opinions.
“We don’t necessarily have a stance. We’re not a urea or a nitrogen or a fertilizer manufacturer so we don’t have that vested interest in maintaining that level of production. But at the same time, it is the core of our business too.”
Mario Gaudet said making the most efficient use of nutrients through high-efficiency fertilizers, accessing already-present nutrients through soil conditioners and using environmentally friendly fertilizer stabilizers is the focus of Timac Agro Canada.
He said some of Timac’s products do fall into the initiatives being considered by the federal government currently.
The company’s Excelis Maxx is “a big topic of discussion right now with the federal government’s initiative to reduce NO2 and nitrogen emissions,” Gaudet said.
The idea, he explained, is to keep more nitrogen in the soil to get better and more efficient use from it.
“It’s still applicable regardless of any program. There’s still value on a farm to grow your margins, to grow your farm (and) to make better use,” Gaudet said.

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
https://farmnewsnow.com/2023/01/09/saskatchewan-clubroot-case-map-released/,https://s3.amazonaws.com/socast-superdesk/media/20230109210120/b5009c4f-4a77-45a2-ad50-8a1323f6f03d.png,Saskatchewan clubroot case map released,"MELFORT, Sask. - The number of confirmed cases of clubroot in Saskatchewan has increased.The 2023 Saskatchewan Clubroot Distribution Map outlined the rural municipalities where clubroot has been identified. Clubroot is a soil-borne disease that can cause significant yield loss when pathogen levels are high, a susceptib...",,"Jan 09, 2023","MELFORT, Sask. – The number of confirmed cases of clubroot in Saskatchewan has increased.
The 2023 Saskatchewan Clubroot Distribution Map outlined the rural municipalities where clubroot has been identified. 
Clubroot is a soil-borne disease that can cause significant yield loss when pathogen levels are high, a susceptible crop is grown and when environmental conditions are favourable. 
Over 500 fields were inspected as part of the clubroot monitoring program. In total, 39 soil samples were submitted for laboratory analysis and SaskCanola covered the cost of each test.
Visible clubroot symptoms were recorded in two more commercial canola fields and the clubroot pathogen was detected in four new fields. Clubroot symptoms have been confirmed in 82 commercial fields while the clubroot pathogen has been detected through DNA-based testing in 42 fields where there were no visible symptoms. 
Agriculture Minister David Marit said the results show the importance of continuing to monitor and manage clubroot.
“Clubroot can impact our producers, landowners and the province’s strong canola market,” Marit said. “This map helps the ministry to track and manage clubroot while preventing it from reaching other fields.”
All producers with visible clubroot symptoms or fields with the presence of the pathogen have been notified. The specific land locations are kept confidential and not shared publicly to protect the producer’s privacy. 
Land locations are only shared with the appropriate RM if they have clubroot-specific bylaws enacted and visible symptoms have been confirmed.
SaskCanola Research Committee Keith Fournier said the organization funds province-wide disease testing to ensure a good understanding of the regions where the disease is present. 
“This way canola growers can make the best management decisions for their farm to prevent the spread of this invasive soil-borne disease,” Fournier said.
The Ministry of Agriculture, SaskCanola, Saskatchewan Crop Insurance Corporation and plant health officers, implemented the clubroot monitoring program to understand the distribution and severity of the disease in the province and where it has been already detected. 
The program includes in-field surveillance, free on-farm soil DNA testing for producers and agrologists and encouraging clubroot reporting from producers and industry.
–
alice.mcfarlane@pattisonmedia.com
On Twitter: @farmnewsNOW

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
https://farmnewsnow.com/2023/01/09/crop-production-show-returns/,https://s3.amazonaws.com/socast-superdesk/media/20230109200136/cdf28b7f-5644-42b5-ae68-d7a26cc59464.jpg,Crop production show returns,"MELFORT, Sask. - One of Saskatchewan's longest running agricultural shows opened today in Saskatoon, Sask.Over 20,000 people are expected to attend Western Canadian Crop Production Show which features 240,000 square feet of show space with 300 exhibitors from across Western Canada, Ontario, and the United States.The ev...",,"Jan 09, 2023","MELFORT, Sask. – One of Saskatchewan’s longest running agricultural shows opened today in Saskatoon, Sask.
Over 20,000 people are expected to attend Western Canadian Crop Production Show which features 240,000 square feet of show space with 300 exhibitors from across Western Canada, Ontario, and the United States.
The event features information on crop science and technology, new products and services for farmers as they make plans for spring seeding.
Prairieland Park Agriculture Manager Leigh Anne Hurlburt said after a COVID interruption it’s great to be back and celebrate the show’s 40th anniversary.
“The show started back in 1983 at the Jubilee building and now we’ve grown into our World Trade Centre. So, we’re excited to host exhibitors that have been here for 40 years and the new ones as well,” Hurlburt said.
The Nufarm Information Theatre will host several presentations on topics including supply chain management, farm succession planning, pulse crop root rot management, pollinators in agriculture landscape.
Crop development commissions representing wheat, winter cereals, canola, flax, barley, oats, and pulse growers will hold their annual meetings this week. There will also be market outlooks presented by Chuck Penner of Leftfield Commodity Research.
The Saskatchewan Agricultural Hall of Fame 2023 class will be announced tomorrow afternoon at the Nufarm Information Theatre.
The show hours are noon to 6 p.m. today, 9 a.m. to 5 p.m. tomorrow and Wednesday and 9 a.m. to 4 p.m. on Thursday.
Information on the show is available here.
–
alice.mcfarlane@pattisonmedia.com
On Twitter: @farmnewsNOW

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
https://farmnewsnow.com/2023/01/06/advancing-agrifood-through-artificial-intelligence/,https://s3.amazonaws.com/socast-superdesk/media/20230106180116/e81924ce-0f0a-440d-a954-54ab45ae631d.jpg,Advancing agrifood through artificial intelligence,"MELFORT, Sask. - Artificial Intelligence (AI) projects are expected to make the plant-based sector stronger and more efficient.As the use of AI grows, so does the need for support in its adoption and use. Protein Industries Canada (PIC) is opening another round of Expressions of Interest for its Artificial Intelligence...",,"Jan 06, 2023","MELFORT, Sask. – Artificial Intelligence (AI) projects are expected to make the plant-based sector stronger and more efficient.
As the use of AI grows, so does the need for support in its adoption and use. 
Protein Industries Canada (PIC) is opening another round of Expressions of Interest for its Artificial Intelligence Program.
The program was launched last fall with a focus on working with agrifood companies to support them in developing AI technology for use in their businesses. 
Protein Industries Canada CEO Bill Greuel said the program’s first round of applications saw a steady flow of intake, and projects are currently under review for approval.
“Artificial intelligence technology has the potential to make our sector more efficient and more sustainable,” Greuel said. “As companies across Canada look towards how they can incorporate new forms of this valuable technology into their toolkits, it’s important they have the knowledge, skills, and support in place that helps them adopt and implement it properly.”
Gruel said with the proper data strategies and partners in place, companies can use AI to address challenges related to ingredient development, processing, and recipe formulation.
PIC will close this latest round of intakes on Feb. 15.
Information on how to apply is available here.
–
alice.mcfarlane@pattisonmedia.com
On Twitter: @farmnewsNOW

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
https://farmnewsnow.com/2023/01/06/agriculture-roundup-for-friday-january-6-2023/,https://s3.amazonaws.com/socast-superdesk/media/20230106160156/e078ad6e-7628-4b79-8dfc-497ece67c434.jpg,"Agriculture Roundup for Friday January 6, 2023","MELFORT, Sask. - Alberta forage producers interested in helping to prevent the spread of invasive species can participate in the Certified Weed Free Forage program.The Alberta Invasive Species Council (AISC) will help sell forage crops for producers that are certified.Invasive weed species are detrimental to the econom...",,"Jan 06, 2023","MELFORT, Sask. – Alberta forage producers interested in helping to prevent the spread of invasive species can participate in the Certified Weed Free Forage program.
The Alberta Invasive Species Council (AISC) will help sell forage crops for producers that are certified.
Invasive weed species are detrimental to the economy and environment by degrading natural areas, decreasing biodiversity, and reducing food and habitat for wildlife. 
For information on how to get your field inspected, contact the Yellowhead County Agricultural Department at 1-800-814-3935. 
–
Researchers from the University of Saskatchewan have been using a common agriculture byproduct to treat wastewater contaminated by antibiotics and other pharmaceutical chemicals.
The study found flax shives that have been treated with heat and steam adsorb the medication carbamazepine from wastewater. Flax shives are the material left after fibre is extracted from flax stems.
Researcher Catherine Niu said there are many agricultural byproducts generated that are not effectively used. She said by creating absorbents that are inexpensive and easily accessible they can attract the attention of businesses looking for more efficient ways to treat wastewater. 
–
Alberta Beef Producers is accepting nominations for its 2023 Environmental Stewardship Award. 
It is presented to a beef producer who best exemplifies environmentally sustainable cattle production.
Nominations can be submitted by an individual or organization. A panel of representatives from conservation and agriculture review each candidate by examining the stewardship goals and activities of the nominees, including land management, water quality, wildlife, animal welfare, and leadership activities in the community related to stewardship.
More information is available here.
–
alice.mcfarlane@pattisonmedia.com
On Twitter: @farmnewsNOW

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
https://farmnewsnow.com/2023/01/05/peace-country-beef-congress-set-for-friday-and-saturday/,https://s3.amazonaws.com/socast-superdesk/media/2023010501014/294214ae-b450-4fcd-bde4-3c1738e661ca.jpg,Peace Country Beef Congress set for Friday and Saturday,"The Peace Country Beef Congress is back for 2023 after not being held for the last two years.This year's edition will go Friday and Saturday at Evergreen ParkCongress president Colby Klassen says organizers are excited to be able to have the event again.""The biggest thing is marketing. We hope to get the commercia...",,"Jan 05, 2023","The Peace Country Beef Congress is back for 2023 after not being held for the last two years.
This year’s edition will go Friday and Saturday at Evergreen Park
Congress president Colby Klassen says organizers are excited to be able to have the event again.
“The biggest thing is marketing. We hope to get the commercial producers to come in and look at, say, our bulls, our heifers that the purebred producers have in here. The whole marketing thing is probably about half of what the show does.”
“The other half that we do is really focused on the junior side of things, getting these young kids that are in 4-H or these junior clubs to get involved.”
He adds a lot of people will be taking part. 
“The exhibitors, I think we got just about 30 exhibitors coming and I think there’s a pretty good group of cattle. There should be about 80 head in total here.”
“On Friday morning we’ll see a pretty large group of junior kids.”
Klassen expects about 100 kids to take part in a grooming clinic. There will also be 13 vendors in a trade show. 
The show is taking place at Evergreen Park this year after the last several editions were held in Dawson Creek. Klassen says the congress was intended to be a traveling show and they are hoping to reach a different group of people this time around.
He adds everything gets going Friday morning at 9 a.m.
“There’ll be a junior steer and heifer show later in the afternoon, I believe it’s at 3 and 4 (p.m.). We’ll have a banquet supper at 6 and then at 7, we actually have a new thing to this year’s show. It’s a junior show team competition.”
“What that is is just to get kids more involved in judging and being a ringman for these shows.”
Saturday’s activities start at 10 a.m. Klassen expects them to go around 4:30 in the afternoon. 
The cattle are being housed in the Drysdale Centre and the activities are in the Lewis Hawkes Pavilion. 
Klassen says the show coincides with calving time for a lot of purebred cattle operations.
“Yeah, that’s the one tricky part for lots of purebred breeders is they have to sacrifice a little bit. Probably a little bit why we don’t get quite as many numbers sometimes because some of the guys are just too busy with calving to be able to get out to the event.”
Klassen says calving has gone well with the warmer weather the region has had lately.

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
https://farmnewsnow.com/2023/01/04/crop-commissions-create-new-management-collaboration/,https://s3.amazonaws.com/socast-superdesk/media/20230104210152/d5bfd7ec-d0e1-4206-a71f-0fb85004abad.jpg,Crop commissions create new management collaboration,"MELFORT, Sask. - Saskatchewan's oilseed commissions have created a new management structure.The Saskatchewan Canola Development Commission (SaskCanola) and the Saskatchewan Flax Development Commission (SaskFlax) will operate out of one office in Saskatoon, Sask.Oilseed production in Saskatchewan has grown significantly...",,"Jan 04, 2023","MELFORT, Sask. – Saskatchewan’s oilseed commissions have created a new management structure.
The Saskatchewan Canola Development Commission (SaskCanola) and the Saskatchewan Flax Development Commission (SaskFlax) will operate out of one office in Saskatoon, Sask.
Oilseed production in Saskatchewan has grown significantly over the past 30 years. SaskFlax board chair Greg Sundquist said finding administrative and operational efficiencies ensures that growers’ levy dollars are put to the best use.
“Our commissions were created with similar mandates and key focus areas – research, extension and market development. We are excited about the opportunities this arrangement brings to oilseed growers,” Sundquist said. 
SaskCanola Board Chair Charlene Bradley said it’s important to have a strong voice speaking on behalf of all Saskatchewan growers by conveying a clear message. 
“A lot of flax growers in our province are also going to have canola in their rotation, so it makes sense,” Bradley said.
Canola and flax levies will continue to be collected separately. SaskCanola and SaskFlax will maintain individual boards of directors and separate governance structures.
–
alice.mcfarlane@pattisonmedia.com
On Twitter: @farmnewsNOW

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
https://farmnewsnow.com/2023/01/04/agriculture-roundup-for-wednesday-january-4-2023/,https://s3.amazonaws.com/socast-superdesk/media/20230104150152/8582f45f-f47f-4e70-b0f6-d6787571718d.jpg,"Agriculture Roundup for Wednesday January 4, 2023","MELFORT, Sask. - A program developed to enhance farm leadership skills is now accepting applications.Farm Management Canada (FMC) executive director Heather Watson said the National Farm Leadership Program teaches how to perform at your best.""Canada already has some of the best farm managers and increasing their l...",,"Jan 04, 2023","MELFORT, Sask. – A program developed to enhance farm leadership skills is now accepting applications.
Farm Management Canada (FMC) executive director Heather Watson said the National Farm Leadership Program teaches how to perform at your best.
“Canada already has some of the best farm managers and increasing their leadership effectiveness is the next step in supporting a resilient and prosperous agricultural sector and community,” Watson said. 
This year FMC is working with LeaderShift Inc.
It includes online learning from Jan. 23 to Mar. 3, a three-day residency on Vancouver Island in March, a personal leadership assessment, a one-on-one review, and monthly group and individual coaching for the remainder of the year.
The program is led by certified executive coach and fourth-generation farmer Kelly Dobson who combines adult learning research, with neuroscience and IT, enabling leader development at any age.
The 2023 program begins Jan. 23 with more information available here.
–
A key lesson learned from the European African Swine Fever experience has been the value of advanced rather than reactionary planning for dealing with an outbreak. 
Pig Improvement Company (PIC) regional director Jürgen Kramer said over the past seven to eight years the number of outbreaks among feral swine and domestic pigs across Europe, the Middle East, Africa, and Russia had increased. But over the first nine months of 2022 the number of new cases declined.
“I think that the most important part from a learning experience is that Europe was able to eradicate the disease in several countries in a quick and timely manner, for example in the Czech Republic and in Belgium, over the last two to three years,” Kramer said.
A key factor is the control of the wild boar population. Kramer said in North America, there are several initiatives in place that include farmers, veterinarians, and hunters.
–
alice.mcfarlane@pattisonmedia.com
On Twitter: @farmnewsNOW

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
https://farmnewsnow.com/2022/12/30/ian-tyson-canadian-folk-icon-and-rancher-passes-away/,https://s3.amazonaws.com/socast-superdesk/media/20221230191212/3ebe75ac-f780-4adb-9e58-eda1532e4aca.png,"Ian Tyson, Canadian folk icon and rancher, passes away","Sylvia Tyson is remembering her former husband Ian Tyson as a versatile and serious songwriter.The Canadian folk legend turned cowboy storyteller has died at age 89.His manager says the Victoria native died Thursday at his ranch near Longview, Alberta following a series of health complications.Ian Tyson hitchhiked from...",,"Dec 30, 2022","Sylvia Tyson is remembering her former husband Ian Tyson as a versatile and serious songwriter.
The Canadian folk legend turned cowboy storyteller has died at age 89.
His manager says the Victoria native died Thursday at his ranch near Longview, Alberta following a series of health complications.
Ian Tyson hitchhiked from Vancouver to Toronto in the 1950s, where he was swept up in the city’s burgeoning folk movement alongside Canuck legends including Gordon Lightfoot, Neil Young and Joni Mitchell.
The singer-songwriter penned “Four Strong Winds” as one half of Ian & Sylvia.
The tune was covered by dozens of artists over the years, including Young and Johnny Cash.
Tyson moved back West after the pair divorced in 1975 and returned to ranch life, training horses and cowboying in Pincher Creek, Alberta.
He won numerous awards for his music, including an induction into the Canadian Songwriters Hall of Fame in 2019.

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
https://farmnewsnow.com/2022/12/29/province-promises-income-tax-savings-in-2023-through-indexation/,https://s3.amazonaws.com/socast-superdesk/media/20221229231220/2f3782de-6461-4ea1-85d0-202fe09f761d.jpg,Province promises income tax savings in 2023 through indexation,"As the cost of living rises, the Saskatchewan government is promising tax savings in 2023 through indexation of the provincial personal income tax.According to the Ministry of Finance, the level of indexation for provincial personal income tax will be 6.3 per cent in 2023, which the ministry said matches the average na...",,"Dec 29, 2022","As the cost of living rises, the Saskatchewan government is promising tax savings in 2023 through indexation of the provincial personal income tax.
According to the Ministry of Finance, the level of indexation for provincial personal income tax will be 6.3 per cent in 2023, which the ministry said matches the average national inflation rate from October, 2021 to September, 2022.
“Indexation will result in Saskatchewan residents seeing $94.5 million in annual income tax savings,” the ministry said in a statement.
In 2023, the ministry said indexation will save an individual earning $25,000 an average of $125. For a family of four with a combined income of $75,000, the average savings will add up to $371, and if that family’s combined income is $100,000, the average savings will total $362, the ministry added.
Saskatchewan, the finance ministry said, boasts some of the lowest personal taxes in Canada, and exemptions introduced since 2007 have removed more than 112,000 people from the provincial income tax roll. A family of four now pays no provincial income tax on its first $56,550 of combined income, the ministry said, which compares well to 2007 when provincial income tax took a bite out of combined income over $26,150 for a family of four.
Finance Minister Donna Harpauer said Saskatchewan is expected to lead Canada in economic growth this year and next, and resource revenue has allowed the government to help with affordability while paying down debt.
“Our government recognizes that costs have risen due to inflation, and we are committed to taking steps to help keep life affordable for Saskatchewan people,” Harpauer said in a statement.

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
https://farmnewsnow.com/2022/12/29/farmers-expecting-multiple-challenges-in-2023/,https://s3.amazonaws.com/socast-superdesk/media/20221229191220/bfb46af1-7c1b-48e7-b497-67d8c1cb4bee.jpg,Farmers expecting multiple challenges in 2023,"To say some farmers in the province are apprehensive about 2023 would be an understatement.After a year of significant price increases on gas and food, there's reason to believe it's only going to get worse next year.The main reasons appear to be the war in Ukraine, the annual carbon tax increase, and the continual ris...",,"Dec 29, 2022","To say some farmers in the province are apprehensive about 2023 would be an understatement.
After a year of significant price increases on gas and food, there’s reason to believe it’s only going to get worse next year.
The main reasons appear to be the war in Ukraine, the annual carbon tax increase, and the continual rise of interest rates.
Kerry Peterson, a Shellbrook area farmer, told farmnewsNOW it’s hard to be optimistic with all these challenges.
“They’re going to be huge for farms and all Canadians, so 2023… I’m very apprehensive.” 
Bob Reid, who farms in the Smeaton area, believes the biggest challenge will be a reduction in fertilizer.
They replace the nutrients that crops would normally remove from the soil after they’ve been harvested. Without it, crops could potentially die.
“My oats, I’m getting 130 to 140 bushels per acre,” said Reid. “Right across the road, with no fertilizer, if they got 20 bushels, they’d be lucky.” 
Reid thinks it’s possible a fertilizer reduction could result in a 75 per cent drop in crops across the country. However, Fertilizer Canada believes farmers can overcome this challenge if everyone follows through with the 4R best management practices: right source, right rate, right time, and right place.
Meanwhile, Reid said if all the aforementioned challenges come to fruition, those who live paycheck to paycheck will be the ones hardest hit.
“I’ve been doing this since Moses was a boy, but you take a guy who just got a mortgage… it’s going to be a challenge, there are no two ways about it.” 
—
Jaryn.Vecchio@pattisonmedia.com
On Twitter: @princealbertnow

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
